region,input,output,tambon_input,district_input,province_input,postcode_input,tambon_output,district_output,province_output,postcode_output,check
ภาคตะวันออกเฉียงเหนือ,ห้วยราชา ห้วยราช บุรีรัมย์ 31000,"['LOC', 'LOC', 'LOC', 'POST']",ห้วยราชา,ห้วยราช,บุรีรัมย์,31000,LOC,LOC,LOC,POST,True
ภาคตะวันออกเฉียงเหนือ,โนนสุวรรณ โนนสุวรรณ บุรีรัมย์ 31110,"['LOC', 'LOC', 'LOC', 'POST']",โนนสุวรรณ,โนนสุวรรณ,บุรีรัมย์,31110,LOC,LOC,LOC,POST,True
ภาคตะวันออกเฉียงเหนือ,ทุ่งจังหัน โนนสุวรรณ บุรีรัมย์ 31110,"['LOC', 'LOC', 'LOC', 'POST']",ทุ่งจังหัน,โนนสุวรรณ,บุรีรัมย์,31110,LOC,LOC,LOC,POST,True
ภาคตะวันออกเฉียงเหนือ,โกรกแก้ว โนนสุวรรณ บุรีรัมย์ 31110,"['O', 'LOC', 'LOC', 'POST']",โกรกแก้ว,โนนสุวรรณ,บุรีรัมย์,31110,O,LOC,LOC,POST,False
ภาคตะวันออกเฉียงเหนือ,ดงอีจาน โนนสุวรรณ บุรีรัมย์ 31110,"['O', 'LOC', 'LOC', 'POST']",ดงอีจาน,โนนสุวรรณ,บุรีรัมย์,31110,O,LOC,LOC,POST,False
ภาคตะวันออกเฉียงเหนือ,ชำนิ ชำนิ บุรีรัมย์ 31110,"['LOC', 'LOC', 'LOC', 'POST']",ชำนิ,ชำนิ,บุรีรัมย์,31110,LOC,LOC,LOC,POST,True
ภาคตะวันออกเฉียงเหนือ,หนองปล่อง ชำนิ บุรีรัมย์ 31110,"['LOC', 'LOC', 'LOC', 'POST']",หนองปล่อง,ชำนิ,บุรีรัมย์,31110,LOC,LOC,LOC,POST,True
ภาคตะวันออกเฉียงเหนือ,เมืองยาง ชำนิ บุรีรัมย์ 31110,"['LOC', 'LOC', 'LOC', 'POST']",เมืองยาง,ชำนิ,บุรีรัมย์,31110,LOC,LOC,LOC,POST,True
ภาคตะวันออกเฉียงเหนือ,ช่อผกา ชำนิ บุรีรัมย์ 31110,"['O', 'LOC', 'LOC', 'POST']",ช่อผกา,ชำนิ,บุรีรัมย์,31110,O,LOC,LOC,POST,False
ภาคตะวันออกเฉียงเหนือ,ละลวด ชำนิ บุรีรัมย์ 31110,"['O', 'LOC', 'LOC', 'POST']",ละลวด,ชำนิ,บุรีรัมย์,31110,O,LOC,LOC,POST,False
ภาคตะวันออกเฉียงเหนือ,โคกสนวน ชำนิ บุรีรัมย์ 31110,"['LOC', 'LOC', 'LOC', 'POST']",โคกสนวน,ชำนิ,บุรีรัมย์,31110,LOC,LOC,LOC,POST,True
ภาคตะวันออกเฉียงเหนือ,หนองแวง บ้านใหม่ไชยพจน์ บุรีรัมย์ 31120,"['O', 'O', 'O', 'POST']",หนองแวง,บ้านใหม่ไชยพจน์,บุรีรัมย์,31120,O,O,O,POST,False
ภาคตะวันออกเฉียงเหนือ,ทองหลาง บ้านใหม่ไชยพจน์ บุรีรัมย์ 31120,"['O', 'O', 'O', 'POST']",ทองหลาง,บ้านใหม่ไชยพจน์,บุรีรัมย์,31120,O,O,O,POST,False
ภาคตะวันออกเฉียงเหนือ,แดงใหญ่ บ้านใหม่ไชยพจน์ บุรีรัมย์ 31120,"['O', 'O', 'O', 'POST']",แดงใหญ่,บ้านใหม่ไชยพจน์,บุรีรัมย์,31120,O,O,O,POST,False
ภาคตะวันออกเฉียงเหนือ,กู่สวนแตง บ้านใหม่ไชยพจน์ บุรีรัมย์ 31120,"['O', 'O', 'O', 'POST']",กู่สวนแตง,บ้านใหม่ไชยพจน์,บุรีรัมย์,31120,O,O,O,POST,False
ภาคตะวันออกเฉียงเหนือ,หนองเยือง บ้านใหม่ไชยพจน์ บุรีรัมย์ 31120,"['O', 'O', 'O', 'POST']",หนองเยือง,บ้านใหม่ไชยพจน์,บุรีรัมย์,31120,O,O,O,POST,False
ภาคตะวันออกเฉียงเหนือ,โนนดินแดง โนนดินแดง บุรีรัมย์ 31260,"['LOC', 'LOC', 'LOC', 'POST']",โนนดินแดง,โนนดินแดง,บุรีรัมย์,31260,LOC,LOC,LOC,POST,True
ภาคตะวันออกเฉียงเหนือ,ส้มป่อย โนนดินแดง บุรีรัมย์ 31260,"['O', 'O', 'O', 'POST']",ส้มป่อย,โนนดินแดง,บุรีรัมย์,31260,O,O,O,POST,False
ภาคตะวันออกเฉียงเหนือ,ลำนางรอง โนนดินแดง บุรีรัมย์ 31260,"['O', 'LOC', 'LOC', 'POST']",ลำนางรอง,โนนดินแดง,บุรีรัมย์,31260,O,LOC,LOC,POST,False
ภาคตะวันออกเฉียงเหนือ,บ้านด่าน บ้านด่าน บุรีรัมย์ 31000,"['LOC', 'LOC', 'LOC', 'POST']",บ้านด่าน,บ้านด่าน,บุรีรัมย์,31000,LOC,LOC,LOC,POST,True
ภาคตะวันออกเฉียงเหนือ,ปราสาท บ้านด่าน บุรีรัมย์ 31000,"['LOC', 'LOC', 'LOC', 'POST']",ปราสาท,บ้านด่าน,บุรีรัมย์,31000,LOC,LOC,LOC,POST,True
ภาคตะวันออกเฉียงเหนือ,วังเหนือ บ้านด่าน บุรีรัมย์ 31000,"['LOC', 'LOC', 'LOC', 'POST']",วังเหนือ,บ้านด่าน,บุรีรัมย์,31000,LOC,LOC,LOC,POST,True
ภาคตะวันออกเฉียงเหนือ,โนนขวาง บ้านด่าน บุรีรัมย์ 31000,"['LOC', 'LOC', 'LOC', 'POST']",โนนขวาง,บ้านด่าน,บุรีรัมย์,31000,LOC,LOC,LOC,POST,True
ภาคตะวันออกเฉียงเหนือ,แคนดง แคนดง บุรีรัมย์ 31150,"['O', 'O', 'O', 'POST']",แคนดง,แคนดง,บุรีรัมย์,31150,O,O,O,POST,False
ภาคตะวันออกเฉียงเหนือ,ดงพลอง แคนดง บุรีรัมย์ 31150,"['O', 'O', 'O', 'POST']",ดงพลอง,แคนดง,บุรีรัมย์,31150,O,O,O,POST,False
ภาคตะวันออกเฉียงเหนือ,สระบัว แคนดง บุรีรัมย์ 31150,"['O', 'O', 'O', 'POST']",สระบัว,แคนดง,บุรีรัมย์,31150,O,O,O,POST,False
ภาคตะวันออกเฉียงเหนือ,หัวฝาย แคนดง บุรีรัมย์ 31150,"['O', 'O', 'O', 'POST']",หัวฝาย,แคนดง,บุรีรัมย์,31150,O,O,O,POST,False
ภาคตะวันออกเฉียงเหนือ,เจริญสุข เฉลิมพระเกียรติ บุรีรัมย์ 31110,"['O', 'LOC', 'LOC', 'POST']",เจริญสุข,เฉลิมพระเกียรติ,บุรีรัมย์,31110,O,LOC,LOC,POST,False
ภาคตะวันออกเฉียงเหนือ,ตาเป๊ก เฉลิมพระเกียรติ บุรีรัมย์ 31110,"['O', 'LOC', 'LOC', 'POST']",ตาเป๊ก,เฉลิมพระเกียรติ,บุรีรัมย์,31110,O,LOC,LOC,POST,False
ภาคตะวันออกเฉียงเหนือ,อีสานเขต เฉลิมพระเกียรติ บุรีรัมย์ 31110,"['O', 'LOC', 'LOC', 'POST']",อีสานเขต,เฉลิมพระเกียรติ,บุรีรัมย์,31110,O,LOC,LOC,POST,False
ภาคตะวันออกเฉียงเหนือ,ถาวร เฉลิมพระเกียรติ บุรีรัมย์ 31170,"['O', 'LOC', 'LOC', 'POST']",ถาวร,เฉลิมพระเกียรติ,บุรีรัมย์,31170,O,LOC,LOC,POST,False
ภาคตะวันออกเฉียงเหนือ,ยายแย้มวัฒนา เฉลิมพระเกียรติ บุรีรัมย์ 31170,"['O', 'LOC', 'LOC', 'POST']",ยายแย้มวัฒนา,เฉลิมพระเกียรติ,บุรีรัมย์,31170,O,LOC,LOC,POST,False
ภาคตะวันออกเฉียงเหนือ,ในเมือง เมืองสุรินทร์ สุรินทร์ 32000,"['O', 'O', 'O', 'O']",ในเมือง,เมืองสุรินทร์,สุรินทร์,32000,O,O,O,O,False
ภาคตะวันออกเฉียงเหนือ,ตั้งใจ เมืองสุรินทร์ สุรินทร์ 32000,"['O', 'O', 'O', 'O']",ตั้งใจ,เมืองสุรินทร์,สุรินทร์,32000,O,O,O,O,False
ภาคตะวันออกเฉียงเหนือ,เพี้ยราม เมืองสุรินทร์ สุรินทร์ 32000,"['O', 'O', 'O', 'O']",เพี้ยราม,เมืองสุรินทร์,สุรินทร์,32000,O,O,O,O,False
ภาคตะวันออกเฉียงเหนือ,นาดี เมืองสุรินทร์ สุรินทร์ 32000,"['O', 'O', 'O', 'O']",นาดี,เมืองสุรินทร์,สุรินทร์,32000,O,O,O,O,False
ภาคตะวันออกเฉียงเหนือ,ท่าสว่าง เมืองสุรินทร์ สุรินทร์ 32000,"['O', 'O', 'O', 'O']",ท่าสว่าง,เมืองสุรินทร์,สุรินทร์,32000,O,O,O,O,False
ภาคตะวันออกเฉียงเหนือ,สลักได เมืองสุรินทร์ สุรินทร์ 32000,"['O', 'O', 'O', 'O']",สลักได,เมืองสุรินทร์,สุรินทร์,32000,O,O,O,O,False
ภาคตะวันออกเฉียงเหนือ,ตาอ็อง เมืองสุรินทร์ สุรินทร์ 32000,"['O', 'O', 'O', 'O']",ตาอ็อง,เมืองสุรินทร์,สุรินทร์,32000,O,O,O,O,False
ภาคตะวันออกเฉียงเหนือ,สำโรง เมืองสุรินทร์ สุรินทร์ 32000,"['LOC', 'LOC', 'LOC', 'POST']",สำโรง,เมืองสุรินทร์,สุรินทร์,32000,LOC,LOC,LOC,POST,True
ภาคตะวันออกเฉียงเหนือ,แกใหญ่ เมืองสุรินทร์ สุรินทร์ 32000,"['O', 'O', 'O', 'O']",แกใหญ่,เมืองสุรินทร์,สุรินทร์,32000,O,O,O,O,False
ภาคตะวันออกเฉียงเหนือ,นอกเมือง เมืองสุรินทร์ สุรินทร์ 32000,"['LOC', 'LOC', 'LOC', 'POST']",นอกเมือง,เมืองสุรินทร์,สุรินทร์,32000,LOC,LOC,LOC,POST,True
ภาคตะวันออกเฉียงเหนือ,คอโค เมืองสุรินทร์ สุรินทร์ 32000,"['O', 'O', 'O', 'O']",คอโค,เมืองสุรินทร์,สุรินทร์,32000,O,O,O,O,False
ภาคตะวันออกเฉียงเหนือ,สวาย เมืองสุรินทร์ สุรินทร์ 32000,"['O', 'O', 'O', 'O']",สวาย,เมืองสุรินทร์,สุรินทร์,32000,O,O,O,O,False
ภาคตะวันออกเฉียงเหนือ,เฉนียง เมืองสุรินทร์ สุรินทร์ 32000,"['LOC', 'LOC', 'LOC', 'POST']",เฉนียง,เมืองสุรินทร์,สุรินทร์,32000,LOC,LOC,LOC,POST,True
ภาคตะวันออกเฉียงเหนือ,เทนมีย์ เมืองสุรินทร์ สุรินทร์ 32000,"['O', 'O', 'O', 'O']",เทนมีย์,เมืองสุรินทร์,สุรินทร์,32000,O,O,O,O,False
ภาคตะวันออกเฉียงเหนือ,นาบัว เมืองสุรินทร์ สุรินทร์ 32000,"['O', 'O', 'O', 'O']",นาบัว,เมืองสุรินทร์,สุรินทร์,32000,O,O,O,O,False
ภาคตะวันออกเฉียงเหนือ,เมืองที เมืองสุรินทร์ สุรินทร์ 32000,"['O', 'O', 'O', 'O']",เมืองที,เมืองสุรินทร์,สุรินทร์,32000,O,O,O,O,False
ภาคตะวันออกเฉียงเหนือ,ราม เมืองสุรินทร์ สุรินทร์ 32000,"['O', 'O', 'O', 'O']",ราม,เมืองสุรินทร์,สุรินทร์,32000,O,O,O,O,False
ภาคตะวันออกเฉียงเหนือ,บุฤาษี เมืองสุรินทร์ สุรินทร์ 32000,"['O', 'O', 'O', 'O']",บุฤาษี,เมืองสุรินทร์,สุรินทร์,32000,O,O,O,O,False
ภาคตะวันออกเฉียงเหนือ,ตระแสง เมืองสุรินทร์ สุรินทร์ 32000,"['O', 'O', 'O', 'O']",ตระแสง,เมืองสุรินทร์,สุรินทร์,32000,O,O,O,O,False
ภาคตะวันออกเฉียงเหนือ,แสลงพันธ์ เมืองสุรินทร์ สุรินทร์ 32000,"['O', 'O', 'O', 'O']",แสลงพันธ์,เมืองสุรินทร์,สุรินทร์,32000,O,O,O,O,False
ภาคตะวันออกเฉียงเหนือ,กาเกาะ เมืองสุรินทร์ สุรินทร์ 32000,"['O', 'O', 'O', 'O']",กาเกาะ,เมืองสุรินทร์,สุรินทร์,32000,O,O,O,O,False
ภาคตะวันออกเฉียงเหนือ,ชุมพลบุรี ชุมพลบุรี สุรินทร์ 32190,"['O', 'O', 'O', 'O']",ชุมพลบุรี,ชุมพลบุรี,สุรินทร์,32190,O,O,O,O,False
ภาคตะวันออกเฉียงเหนือ,นาหนองไผ่ ชุมพลบุรี สุรินทร์ 32190,"['O', 'O', 'O', 'O']",นาหนองไผ่,ชุมพลบุรี,สุรินทร์,32190,O,O,O,O,False
ภาคตะวันออกเฉียงเหนือ,ไพรขลา ชุมพลบุรี สุรินทร์ 32190,"['O', 'O', 'O', 'O']",ไพรขลา,ชุมพลบุรี,สุรินทร์,32190,O,O,O,O,False
ภาคตะวันออกเฉียงเหนือ,ศรีณรงค์ ชุมพลบุรี สุรินทร์ 32190,"['O', 'O', 'O', 'O']",ศรีณรงค์,ชุมพลบุรี,สุรินทร์,32190,O,O,O,O,False
ภาคตะวันออกเฉียงเหนือ,ยะวึก ชุมพลบุรี สุรินทร์ 32190,"['O', 'O', 'O', 'O']",ยะวึก,ชุมพลบุรี,สุรินทร์,32190,O,O,O,O,False
ภาคตะวันออกเฉียงเหนือ,เมืองบัว ชุมพลบุรี สุรินทร์ 32190,"['O', 'O', 'O', 'O']",เมืองบัว,ชุมพลบุรี,สุรินทร์,32190,O,O,O,O,False
ภาคตะวันออกเฉียงเหนือ,สระขุด ชุมพลบุรี สุรินทร์ 32190,"['O', 'O', 'O', 'O']",สระขุด,ชุมพลบุรี,สุรินทร์,32190,O,O,O,O,False
ภาคตะวันออกเฉียงเหนือ,กระเบื้อง ชุมพลบุรี สุรินทร์ 32190,"['O', 'O', 'O', 'O']",กระเบื้อง,ชุมพลบุรี,สุรินทร์,32190,O,O,O,O,False
ภาคตะวันออกเฉียงเหนือ,หนองเรือ ชุมพลบุรี สุรินทร์ 32190,"['O', 'O', 'O', 'O']",หนองเรือ,ชุมพลบุรี,สุรินทร์,32190,O,O,O,O,False
ภาคตะวันออกเฉียงเหนือ,ท่าตูม ท่าตูม สุรินทร์ 32120,"['LOC', 'LOC', 'LOC', 'POST']",ท่าตูม,ท่าตูม,สุรินทร์,32120,LOC,LOC,LOC,POST,True
ภาคตะวันออกเฉียงเหนือ,กระโพ ท่าตูม สุรินทร์ 32120,"['O', 'O', 'O', 'O']",กระโพ,ท่าตูม,สุรินทร์,32120,O,O,O,O,False
ภาคตะวันออกเฉียงเหนือ,พรมเทพ ท่าตูม สุรินทร์ 32120,"['O', 'O', 'O', 'O']",พรมเทพ,ท่าตูม,สุรินทร์,32120,O,O,O,O,False
ภาคตะวันออกเฉียงเหนือ,โพนครก ท่าตูม สุรินทร์ 32120,"['LOC', 'LOC', 'LOC', 'POST']",โพนครก,ท่าตูม,สุรินทร์,32120,LOC,LOC,LOC,POST,True
ภาคตะวันออกเฉียงเหนือ,เมืองแก ท่าตูม สุรินทร์ 32120,"['O', 'O', 'O', 'O']",เมืองแก,ท่าตูม,สุรินทร์,32120,O,O,O,O,False
ภาคตะวันออกเฉียงเหนือ,บะ ท่าตูม สุรินทร์ 32120,"['O', 'O', 'O', 'O']",บะ,ท่าตูม,สุรินทร์,32120,O,O,O,O,False
ภาคตะวันออกเฉียงเหนือ,หนองบัว ท่าตูม สุรินทร์ 32120,"['O', 'O', 'O', 'O']",หนองบัว,ท่าตูม,สุรินทร์,32120,O,O,O,O,False
ภาคตะวันออกเฉียงเหนือ,บัวโคก ท่าตูม สุรินทร์ 32120,"['O', 'O', 'O', 'O']",บัวโคก,ท่าตูม,สุรินทร์,32120,O,O,O,O,False
ภาคตะวันออกเฉียงเหนือ,หนองเมธี ท่าตูม สุรินทร์ 32120,"['O', 'O', 'O', 'O']",หนองเมธี,ท่าตูม,สุรินทร์,32120,O,O,O,O,False
ภาคตะวันออกเฉียงเหนือ,ทุ่งกุลา ท่าตูม สุรินทร์ 32120,"['O', 'O', 'O', 'O']",ทุ่งกุลา,ท่าตูม,สุรินทร์,32120,O,O,O,O,False
ภาคตะวันออกเฉียงเหนือ,จอมพระ จอมพระ สุรินทร์ 32180,"['O', 'O', 'O', 'O']",จอมพระ,จอมพระ,สุรินทร์,32180,O,O,O,O,False
ภาคตะวันออกเฉียงเหนือ,เมืองลีง จอมพระ สุรินทร์ 32180,"['O', 'O', 'O', 'O']",เมืองลีง,จอมพระ,สุรินทร์,32180,O,O,O,O,False
ภาคตะวันออกเฉียงเหนือ,กระหาด จอมพระ สุรินทร์ 32180,"['O', 'O', 'O', 'O']",กระหาด,จอมพระ,สุรินทร์,32180,O,O,O,O,False
ภาคตะวันออกเฉียงเหนือ,บุแกรง จอมพระ สุรินทร์ 32180,"['O', 'O', 'O', 'O']",บุแกรง,จอมพระ,สุรินทร์,32180,O,O,O,O,False
ภาคตะวันออกเฉียงเหนือ,หนองสนิท จอมพระ สุรินทร์ 32180,"['O', 'O', 'O', 'O']",หนองสนิท,จอมพระ,สุรินทร์,32180,O,O,O,O,False
ภาคตะวันออกเฉียงเหนือ,บ้านผือ จอมพระ สุรินทร์ 32180,"['O', 'O', 'O', 'O']",บ้านผือ,จอมพระ,สุรินทร์,32180,O,O,O,O,False
ภาคตะวันออกเฉียงเหนือ,ลุ่มระวี จอมพระ สุรินทร์ 32180,"['O', 'O', 'O', 'O']",ลุ่มระวี,จอมพระ,สุรินทร์,32180,O,O,O,O,False
ภาคตะวันออกเฉียงเหนือ,ชุมแสง จอมพระ สุรินทร์ 32180,"['LOC', 'LOC', 'LOC', 'POST']",ชุมแสง,จอมพระ,สุรินทร์,32180,LOC,LOC,LOC,POST,True
ภาคตะวันออกเฉียงเหนือ,เป็นสุข จอมพระ สุรินทร์ 32180,"['O', 'O', 'O', 'O']",เป็นสุข,จอมพระ,สุรินทร์,32180,O,O,O,O,False
ภาคตะวันออกเฉียงเหนือ,กังแอน ปราสาท สุรินทร์ 32140,"['O', 'O', 'O', 'O']",กังแอน,ปราสาท,สุรินทร์,32140,O,O,O,O,False
ภาคตะวันออกเฉียงเหนือ,ทมอ ปราสาท สุรินทร์ 32140,"['O', 'O', 'O', 'O']",ทมอ,ปราสาท,สุรินทร์,32140,O,O,O,O,False
ภาคตะวันออกเฉียงเหนือ,ไพล ปราสาท สุรินทร์ 32140,"['O', 'O', 'O', 'O']",ไพล,ปราสาท,สุรินทร์,32140,O,O,O,O,False
ภาคตะวันออกเฉียงเหนือ,ปรือ ปราสาท สุรินทร์ 32140,"['O', 'O', 'O', 'O']",ปรือ,ปราสาท,สุรินทร์,32140,O,O,O,O,False
ภาคตะวันออกเฉียงเหนือ,ทุ่งมน ปราสาท สุรินทร์ 32140,"['O', 'O', 'O', 'O']",ทุ่งมน,ปราสาท,สุรินทร์,32140,O,O,O,O,False
ภาคตะวันออกเฉียงเหนือ,ตาเบา ปราสาท สุรินทร์ 32140,"['O', 'O', 'O', 'O']",ตาเบา,ปราสาท,สุรินทร์,32140,O,O,O,O,False
ภาคตะวันออกเฉียงเหนือ,หนองใหญ่ ปราสาท สุรินทร์ 32140,"['O', 'O', 'O', 'O']",หนองใหญ่,ปราสาท,สุรินทร์,32140,O,O,O,O,False
ภาคตะวันออกเฉียงเหนือ,โคกยาง ปราสาท สุรินทร์ 32140,"['O', 'O', 'O', 'O']",โคกยาง,ปราสาท,สุรินทร์,32140,O,O,O,O,False
ภาคตะวันออกเฉียงเหนือ,โคกสะอาด ปราสาท สุรินทร์ 32140,"['O', 'O', 'O', 'O']",โคกสะอาด,ปราสาท,สุรินทร์,32140,O,O,O,O,False
ภาคตะวันออกเฉียงเหนือ,บ้านไทร ปราสาท สุรินทร์ 32140,"['O', 'O', 'O', 'O']",บ้านไทร,ปราสาท,สุรินทร์,32140,O,O,O,O,False
ภาคตะวันออกเฉียงเหนือ,โชคนาสาม ปราสาท สุรินทร์ 32140,"['O', 'O', 'O', 'O']",โชคนาสาม,ปราสาท,สุรินทร์,32140,O,O,O,O,False
ภาคตะวันออกเฉียงเหนือ,เชื้อเพลิง ปราสาท สุรินทร์ 32140,"['O', 'O', 'O', 'O']",เชื้อเพลิง,ปราสาท,สุรินทร์,32140,O,O,O,O,False
ภาคตะวันออกเฉียงเหนือ,ปราสาททนง ปราสาท สุรินทร์ 32140,"['O', 'O', 'O', 'O']",ปราสาททนง,ปราสาท,สุรินทร์,32140,O,O,O,O,False
ภาคตะวันออกเฉียงเหนือ,ตานี ปราสาท สุรินทร์ 32140,"['O', 'O', 'O', 'O']",ตานี,ปราสาท,สุรินทร์,32140,O,O,O,O,False
ภาคตะวันออกเฉียงเหนือ,บ้านพลวง ปราสาท สุรินทร์ 32140,"['O', 'O', 'O', 'O']",บ้านพลวง,ปราสาท,สุรินทร์,32140,O,O,O,O,False
ภาคตะวันออกเฉียงเหนือ,กันตวจระมวล ปราสาท สุรินทร์ 32140,"['O', 'O', 'O', 'O']",กันตวจระมวล,ปราสาท,สุรินทร์,32140,O,O,O,O,False
ภาคตะวันออกเฉียงเหนือ,สมุด ปราสาท สุรินทร์ 32140,"['O', 'O', 'O', 'O']",สมุด,ปราสาท,สุรินทร์,32140,O,O,O,O,False
ภาคตะวันออกเฉียงเหนือ,ประทัดบุ ปราสาท สุรินทร์ 32140,"['O', 'O', 'O', 'O']",ประทัดบุ,ปราสาท,สุรินทร์,32140,O,O,O,O,False
ภาคตะวันออกเฉียงเหนือ,กาบเชิง กาบเชิง สุรินทร์ 32210,"['O', 'O', 'O', 'O']",กาบเชิง,กาบเชิง,สุรินทร์,32210,O,O,O,O,False
ภาคตะวันออกเฉียงเหนือ,คูตัน กาบเชิง สุรินทร์ 32210,"['O', 'O', 'O', 'O']",คูตัน,กาบเชิง,สุรินทร์,32210,O,O,O,O,False
ภาคตะวันออกเฉียงเหนือ,ด่าน กาบเชิง สุรินทร์ 32210,"['O', 'O', 'O', 'O']",ด่าน,กาบเชิง,สุรินทร์,32210,O,O,O,O,False
ภาคตะวันออกเฉียงเหนือ,แนงมุด กาบเชิง สุรินทร์ 32210,"['O', 'O', 'O', 'O']",แนงมุด,กาบเชิง,สุรินทร์,32210,O,O,O,O,False
ภาคตะวันออกเฉียงเหนือ,โคกตะเคียน กาบเชิง สุรินทร์ 32210,"['O', 'O', 'O', 'O']",โคกตะเคียน,กาบเชิง,สุรินทร์,32210,O,O,O,O,False
ภาคตะวันออกเฉียงเหนือ,ตะเคียน กาบเชิง สุรินทร์ 32210,"['O', 'O', 'O', 'O']",ตะเคียน,กาบเชิง,สุรินทร์,32210,O,O,O,O,False
ภาคตะวันออกเฉียงเหนือ,รัตนบุรี รัตนบุรี สุรินทร์ 32130,"['O', 'O', 'O', 'O']",รัตนบุรี,รัตนบุรี,สุรินทร์,32130,O,O,O,O,False
ภาคตะวันออกเฉียงเหนือ,ธาตุ รัตนบุรี สุรินทร์ 32130,"['LOC', 'LOC', 'LOC', 'POST']",ธาตุ,รัตนบุรี,สุรินทร์,32130,LOC,LOC,LOC,POST,True
ภาคตะวันออกเฉียงเหนือ,แก รัตนบุรี สุรินทร์ 32130,"['O', 'O', 'O', 'O']",แก,รัตนบุรี,สุรินทร์,32130,O,O,O,O,False
ภาคตะวันออกเฉียงเหนือ,ดอนแรด รัตนบุรี สุรินทร์ 32130,"['O', 'O', 'O', 'O']",ดอนแรด,รัตนบุรี,สุรินทร์,32130,O,O,O,O,False
ภาคตะวันออกเฉียงเหนือ,หนองบัวทอง รัตนบุรี สุรินทร์ 32130,"['O', 'O', 'O', 'O']",หนองบัวทอง,รัตนบุรี,สุรินทร์,32130,O,O,O,O,False
ภาคตะวันออกเฉียงเหนือ,หนองบัวบาน รัตนบุรี สุรินทร์ 32130,"['O', 'O', 'O', 'O']",หนองบัวบาน,รัตนบุรี,สุรินทร์,32130,O,O,O,O,False
ภาคตะวันออกเฉียงเหนือ,ไผ่ รัตนบุรี สุรินทร์ 32130,"['O', 'O', 'O', 'O']",ไผ่,รัตนบุรี,สุรินทร์,32130,O,O,O,O,False
ภาคตะวันออกเฉียงเหนือ,เบิด รัตนบุรี สุรินทร์ 32130,"['O', 'O', 'O', 'O']",เบิด,รัตนบุรี,สุรินทร์,32130,O,O,O,O,False
ภาคตะวันออกเฉียงเหนือ,น้ำเขียว รัตนบุรี สุรินทร์ 32130,"['O', 'O', 'O', 'O']",น้ำเขียว,รัตนบุรี,สุรินทร์,32130,O,O,O,O,False
ภาคตะวันออกเฉียงเหนือ,กุดขาคีม รัตนบุรี สุรินทร์ 32130,"['O', 'O', 'O', 'O']",กุดขาคีม,รัตนบุรี,สุรินทร์,32130,O,O,O,O,False
ภาคตะวันออกเฉียงเหนือ,ยางสว่าง รัตนบุรี สุรินทร์ 32130,"['O', 'O', 'O', 'O']",ยางสว่าง,รัตนบุรี,สุรินทร์,32130,O,O,O,O,False
ภาคตะวันออกเฉียงเหนือ,ทับใหญ่ รัตนบุรี สุรินทร์ 32130,"['O', 'O', 'O', 'O']",ทับใหญ่,รัตนบุรี,สุรินทร์,32130,O,O,O,O,False
ภาคตะวันออกเฉียงเหนือ,สนม สนม สุรินทร์ 32160,"['O', 'O', 'O', 'O']",สนม,สนม,สุรินทร์,32160,O,O,O,O,False
ภาคตะวันออกเฉียงเหนือ,โพนโก สนม สุรินทร์ 32160,"['O', 'O', 'O', 'O']",โพนโก,สนม,สุรินทร์,32160,O,O,O,O,False
ภาคตะวันออกเฉียงเหนือ,หนองระฆัง สนม สุรินทร์ 32160,"['O', 'O', 'O', 'O']",หนองระฆัง,สนม,สุรินทร์,32160,O,O,O,O,False
ภาคตะวันออกเฉียงเหนือ,นานวน สนม สุรินทร์ 32160,"['O', 'O', 'O', 'O']",นานวน,สนม,สุรินทร์,32160,O,O,O,O,False
ภาคตะวันออกเฉียงเหนือ,แคน สนม สุรินทร์ 32160,"['O', 'O', 'O', 'O']",แคน,สนม,สุรินทร์,32160,O,O,O,O,False
ภาคตะวันออกเฉียงเหนือ,หัวงัว สนม สุรินทร์ 32160,"['O', 'O', 'O', 'O']",หัวงัว,สนม,สุรินทร์,32160,O,O,O,O,False
ภาคตะวันออกเฉียงเหนือ,หนองอียอ สนม สุรินทร์ 32160,"['O', 'O', 'O', 'O']",หนองอียอ,สนม,สุรินทร์,32160,O,O,O,O,False
ภาคตะวันออกเฉียงเหนือ,ระแงง ศีขรภูมิ สุรินทร์ 32110,"['O', 'O', 'O', 'O']",ระแงง,ศีขรภูมิ,สุรินทร์,32110,O,O,O,O,False
ภาคตะวันออกเฉียงเหนือ,ตรึม ศีขรภูมิ สุรินทร์ 32110,"['O', 'O', 'O', 'O']",ตรึม,ศีขรภูมิ,สุรินทร์,32110,O,O,O,O,False
ภาคตะวันออกเฉียงเหนือ,จารพัต ศีขรภูมิ สุรินทร์ 32110,"['O', 'O', 'O', 'O']",จารพัต,ศีขรภูมิ,สุรินทร์,32110,O,O,O,O,False
ภาคตะวันออกเฉียงเหนือ,ยาง ศีขรภูมิ สุรินทร์ 32110,"['O', 'O', 'O', 'O']",ยาง,ศีขรภูมิ,สุรินทร์,32110,O,O,O,O,False
ภาคตะวันออกเฉียงเหนือ,แตล ศีขรภูมิ สุรินทร์ 32110,"['O', 'O', 'O', 'O']",แตล,ศีขรภูมิ,สุรินทร์,32110,O,O,O,O,False
ภาคตะวันออกเฉียงเหนือ,หนองบัว ศีขรภูมิ สุรินทร์ 32110,"['O', 'O', 'O', 'O']",หนองบัว,ศีขรภูมิ,สุรินทร์,32110,O,O,O,O,False
